ne_study_id,0,1,2,3,4,5,6,7,8,9
0,0.10503938800805347,0.06549066478612027,0.0984294255268515,0.07246215853130784,0.05829874607929462,0.09734388713123854,0.15487704622183243,0.10432678615698479,0.1040906142326079,0.1396412833257086
1,0.22718313271902216,0.10768721109553957,0.08888213436409025,0.09973813024848865,0.05940594059399479,0.06319309335498817,0.1015885715060095,0.084592409428536,0.07876488835709462,0.08896448833223632
2,0.10301046599141678,0.09391996187494744,0.07685629701232134,0.11314571976352007,0.06371140155899283,0.08958701229354774,0.17276815511006857,0.08400266082656102,0.09552275095713773,0.10747557461148649
3,0.11953855524844886,0.0781025870937735,0.18092792500112184,0.049407044715666426,0.049482287574047566,0.05307595868800197,0.2833009533585501,0.06709265563022455,0.06066950198355946,0.05840253070660572
4,0.13374494618030178,0.0822709837223328,0.08655951410463303,0.08483734855425885,0.09448362353570945,0.06735440826270835,0.1624420048242916,0.09305805292445951,0.1154993807925049,0.07974973709879978
5,0.12620534218957277,0.08903007054697036,0.09130063630566991,0.12357931736873151,0.053230732821583304,0.0730669881089274,0.13589060864679464,0.13433286290408447,0.10557316787804528,0.06779027322962035
6,0.141141707764239,0.0702057001131353,0.10880687690894295,0.12095623920353994,0.07064146927124891,0.08988178183620858,0.09482776548341235,0.11676270795244571,0.08783392404932447,0.09894182741750286
7,0.07253557697734331,0.06606902252350437,0.0817890434139129,0.07905567739171573,0.07496191646355838,0.08338509842020712,0.07238818097685765,0.1359295456262224,0.2143377961850318,0.11954814202164638
8,0.11715281662766688,0.0739792220625526,0.1277001457821525,0.07983111584884038,0.06384032469782296,0.09935298581568698,0.12203349089472205,0.08903914191239909,0.10540846345153757,0.12166229290661887
9,0.0891605194030619,0.07596810133561362,0.07805489691050602,0.04698295032042186,0.10218269827623623,0.12061614214864606,0.12465189134228767,0.13310580906464198,0.13428667618731446,0.09499031501127023
10,0.07975333008829927,0.1299416426906367,0.06395141623940112,0.09691431271979174,0.18042790147733215,0.10835797513124032,0.09736285606881995,0.11178324271444834,0.057378984157302394,0.07412833871272798
11,0.1128115335802364,0.09469452995031537,0.08001250847833496,0.06974240355258395,0.0827047620966915,0.09267823706664234,0.21407788361632585,0.11253637543721419,0.07210389491460743,0.06863787130704818
12,0.07381901597730321,0.08604834524163146,0.0834753011295512,0.07307631124470902,0.053763440860262655,0.08683841215140854,0.19422623171418174,0.15940266827597435,0.10762581758846332,0.08172445581651452
13,0.20779469550847607,0.06204283577511612,0.07401815901117484,0.17881718579935407,0.0600000000000741,0.05612765688633253,0.06545780029727598,0.10871413095507867,0.09269188822410887,0.09433564754300869
14,0.12677611378940457,0.07042253521135847,0.12165209260582602,0.07042253521135847,0.07788146696292562,0.07042253521135847,0.08229192961779695,0.08450704225321957,0.20314480604545848,0.09247894309129341
15,0.12571159349251987,0.09572670780044663,0.08566599161273311,0.09285239209004191,0.054868129614210746,0.12520731591337134,0.170081659120582,0.09203157440350493,0.07086073059525612,0.08699390535733335
16,0.32198460141332663,0.07369676445386454,0.07740400413560514,0.09264625545020648,0.054768160042760666,0.10354080423187374,0.03950719018991969,0.07504058849955679,0.08527117679790722,0.07614045478497913
17,0.12328507189050497,0.08473088177745286,0.12078752615346851,0.07870406755942586,0.07575748346623418,0.12878780819160704,0.10969949517530536,0.12345960054791458,0.08079680530545066,0.07399125993263608
18,0.09299836712560522,0.07946054881273971,0.09464093352755182,0.07033383057080204,0.07342260824627225,0.18254845979273607,0.1890398973581183,0.06026206696759542,0.08544987700618246,0.07184341059239677
19,0.11956543052815526,0.06451110740313958,0.07622131591648564,0.0920040157101685,0.05548599979036767,0.110137749815978,0.17899601902468001,0.12702759272290337,0.08743849490911154,0.08861227417901048
20,0.16708423318150784,0.0861987209046783,0.08103108265994843,0.10161068008661185,0.07935322790243862,0.07508725603199617,0.08068745659635289,0.07061231963137457,0.07851475923902629,0.17982026376606491
21,0.10223153391484603,0.08295940951160873,0.08119660350658937,0.10097620901978435,0.04977447298526419,0.046128282037732636,0.1168322362623041,0.08275338008705949,0.1603437782035919,0.17680409447121925
22,0.16544875638309658,0.09549447351900262,0.20043764877227163,0.07257095343962729,0.05242939755908528,0.07886704598778105,0.09453252782804725,0.07406838949670524,0.09520789467219792,0.07094291234218526
23,0.1649345463647769,0.08132978730421017,0.08965870280318922,0.08923238135705554,0.05351210680124987,0.08378759900781242,0.17375985038460814,0.08477865152083627,0.09901871937372578,0.07998765508253551
24,0.0887407722381551,0.06785942784889414,0.16705284001767323,0.1049638812200782,0.054808515668063135,0.11023226367514881,0.1284596288105154,0.11738416643679697,0.060419902821087154,0.10007860126358781
25,0.04858201414819142,0.07494242666885521,0.2340918818976235,0.04750337097420492,0.058472213924308965,0.056148961537873784,0.0491811614808967,0.1138448749247019,0.09825309306697225,0.21898000137637139
26,0.2707380362527761,0.10058427855340339,0.1151412102149172,0.07210872020008856,0.045327429250296224,0.0794266303343805,0.06382143529210405,0.08622572344659785,0.08209356638722798,0.08453297006820822
27,0.14785067631760665,0.06903852114532948,0.09012125084060796,0.06799655661445039,0.08283037516537581,0.10032347448533907,0.15070014323623934,0.12348663772674973,0.10088108627232575,0.0667712781959758
28,0.1512163760774632,0.07087783042399919,0.08236403043835916,0.08835711601258883,0.05184946151063755,0.08845434843697406,0.20324734714443637,0.15084677936067772,0.060970584333732945,0.051816126261130885
29,0.14801036954855135,0.0802259548100169,0.06693864331431892,0.07888936861754693,0.0653543226360338,0.09587675707852523,0.08940427663380639,0.08038999627850779,0.14530916323577592,0.14960114784691658
30,0.09907615141892928,0.06861893843299774,0.05404697294921934,0.07914426182833882,0.05657446528214632,0.09964482061236703,0.2017715729694219,0.11966122368800323,0.13542398440398495,0.08603760841459147
31,0.11532565166698205,0.10753238716605343,0.10563293461537507,0.07276806607911522,0.06316191163060723,0.08253728706199762,0.2729041383268308,0.06289137970789323,0.061955036132091204,0.055291207613054144
32,0.12787545480042853,0.09059825740358694,0.11597124768452018,0.08976739670442986,0.09786794868703746,0.09114791996835014,0.0883603493955488,0.08040007614467426,0.13751259644744682,0.08049875276397706
33,0.18086868049226293,0.08771537088013515,0.0765815346818886,0.10047585000587497,0.07044465196371728,0.07411957295106426,0.1422560128176369,0.0990228105341078,0.06161424463619949,0.10690127103711258
34,0.18563334333402004,0.10703056161143207,0.12909534451404608,0.07922550783824824,0.04846553499018256,0.06620354826111566,0.18068858114806982,0.07522895625786948,0.061783152548979745,0.06664546949603646
35,0.13729463868127184,0.08433207123492592,0.04698877461476384,0.07891703283355145,0.11468716641202908,0.11899143760147235,0.11908298433308054,0.0629975697162733,0.10988645047337921,0.1268218740992526
36,0.1708638946746983,0.06653425403320569,0.0736842105260183,0.05999650352302177,0.07252546012507612,0.07906934708200163,0.18068214814410255,0.08971488407020276,0.09671094400667897,0.11021835381499397
37,0.23280665829455527,0.08157053935696539,0.09568924321118251,0.08099123491304558,0.0730296900510636,0.0636255983904649,0.0990606171019747,0.08326112527602182,0.06483410602538763,0.12513118737933837
38,0.1287450260048194,0.07731633460667468,0.06185567010317928,0.09054258645391974,0.08870868152551915,0.06573447076185676,0.2032520205993943,0.11591130008068172,0.0900172411540321,0.0779166687099229
39,0.06221802774783288,0.07408048414854874,0.07631267451367726,0.08485622299995998,0.07875602667156821,0.0526921839649435,0.33222165558264,0.10162775887736884,0.08377578171691043,0.05345918377655027
40,0.16517118463787628,0.09651574521542858,0.0716064277249016,0.10723581876146338,0.062351595174656986,0.07454343661587573,0.12774157231170907,0.1379752397022286,0.09725586159135344,0.05960311826450636
41,0.05012031644309718,0.10889834335065794,0.06884183826616563,0.06000906284679585,0.07293008850234456,0.10536094731937219,0.2737599073657395,0.10497088023654685,0.08170949717784426,0.07339911849143607
42,0.09926992507368482,0.07526953470228631,0.07227601825695669,0.07470439720897176,0.07076144367392768,0.15591438458072332,0.14401884891114342,0.13299804613202543,0.07744724587518971,0.09734015558509089
43,0.09760060305734784,0.09250729761595479,0.0841403855150009,0.12783493008565666,0.06957459976212543,0.10513559515187589,0.12378574963534386,0.09672973872975887,0.06385072012413663,0.138840380322799
44,0.09940808569779834,0.06688224003101477,0.16464703149126755,0.08772952833740226,0.05352684095236066,0.15353605310896581,0.11389866327164083,0.08158124955114084,0.0629435500635619,0.115846757494847
45,0.20365468251128496,0.14827425064383631,0.11188299049860352,0.09163113704913764,0.06560325441056948,0.08084426306867794,0.0683294589228695,0.06941122567788133,0.06958544565545144,0.09078329156168802
46,0.14110104752079047,0.10258474577348227,0.057783812712861184,0.11648803963858792,0.0688027327272221,0.15704690640223712,0.0786913547735247,0.07782257413099192,0.0984563630016897,0.1012224233186126
47,0.17533310803918856,0.08014279360294965,0.09185219331734991,0.0682157171047541,0.11559179099465948,0.10909187287154985,0.05484414710477543,0.12399572460170995,0.09980170567912433,0.0811309466839386
48,0.16077561164815327,0.04775444312350152,0.08947954692584133,0.0783518887272618,0.04788746889002689,0.15765685417729444,0.15473013874032082,0.0912805339484119,0.07500150380866544,0.09708201001052243
49,0.13991364608264478,0.06965032394216573,0.08809044061502656,0.10203190710101934,0.06987632316651382,0.06930693069307968,0.21901910965352572,0.09224131508951797,0.08671421073418961,0.06315579292231671
50,0.23167189496950877,0.09531113635933887,0.06621921165205927,0.1066757995768216,0.050810217019573556,0.06985567474412528,0.1737141294313859,0.08734339709014233,0.0488898122810288,0.06950872687601566
51,0.18577095084446243,0.12559007049796386,0.06627617125531297,0.08569158305175432,0.08780547470243638,0.09968585341167108,0.07471134740469372,0.09501494802390009,0.08650971665487224,0.09294388415293289
52,0.1170115584556415,0.08390997504699596,0.08879747477139584,0.052083333333391844,0.06671183007304128,0.07420411031582795,0.2375061745538164,0.11771402241268653,0.08653575514444736,0.07552576589275534
53,0.1331462264387335,0.05464182488281217,0.09216109974109712,0.054301832572870704,0.06020639386787401,0.06880228938697598,0.2171339578400614,0.1343873438677509,0.10048918765976084,0.08472984374206341
54,0.22611901277789723,0.12671374960662082,0.08434361531712067,0.1271327309315945,0.05010230383900669,0.05252326947015885,0.07670060355368179,0.11065888840885058,0.052103675537788184,0.09360215055728059
55,0.1960854605167678,0.12559163779354607,0.14802154368225073,0.10342591806121407,0.05349312843164403,0.08085130371094922,0.07087421655530315,0.09434501787873387,0.05487512799560543,0.0724366453739856
56,0.17213945770488143,0.08524276140257861,0.08653846153849412,0.08847392289768234,0.05769230769224748,0.10138668440641356,0.20881897837869587,0.07721318017541338,0.06242295727367707,0.0600712885299162
57,0.2385388740023219,0.05810130458792358,0.09603729041797218,0.06443224729030088,0.0614251372723463,0.04787208397367379,0.13865101997636528,0.1274641051306228,0.09374445047817928,0.07373348687029405
58,0.11473150920541396,0.09689707543462521,0.13892954738151506,0.1347375090972627,0.07383009654214014,0.08372551107032301,0.09517477797425783,0.11265347323874844,0.07803172147394555,0.07128877858176799
59,0.11124358382470566,0.08062739844093121,0.06055963763738959,0.15049484874313482,0.09004529302088181,0.12830271459806197,0.07801590514686349,0.07779966313708975,0.09828852776113779,0.12462242768980379
60,0.14051338755174153,0.06344326787721867,0.10494000897591566,0.06402226044460038,0.048076923076978376,0.13050237479995727,0.13177772342155275,0.1304051538140073,0.09148151063147136,0.09483738940655678
61,0.15113428833739406,0.07171669383532611,0.07675232030822284,0.09745804248784257,0.06222726838786456,0.1366014353480487,0.13813495057956515,0.08465042411527623,0.07376772424948104,0.10755685235097873
62,0.1906806843295813,0.09167185637193855,0.08618935024035027,0.0717157826093008,0.05473802211484502,0.040752573338862466,0.19821975821836277,0.10851741012465893,0.06716021463141604,0.09035434802068386
63,0.19025026289826927,0.0729487805471372,0.09000004203773317,0.11061070063194821,0.050027854228077415,0.10163854502761148,0.08738622936452145,0.12844036697236033,0.10106043479935746,0.06763678349298408
64,0.1477272727273878,0.08904784009069454,0.07370068387165651,0.07612523523550573,0.06248043406556944,0.07087454577575453,0.09789887994468313,0.10590777753087026,0.16493567976467807,0.11130165099320015
65,0.11626679722414725,0.06982628050490039,0.18504909954347515,0.06360197803244093,0.16296253846823625,0.05814172861045794,0.10981048131032238,0.07596504597780847,0.06399525305633551,0.09438079727187568
66,0.09223367921270256,0.10005587662208332,0.12164563887040537,0.11613768991991108,0.09285085297235599,0.11353210778840832,0.15570788192511148,0.08246849787780795,0.060067539549890824,0.06530023526132292
67,0.1766618719089791,0.08439455740290573,0.07637638324129888,0.13057355839890786,0.06355860048056484,0.09930427910620031,0.13368140921459062,0.08610212628902933,0.063291139240531,0.08605607471699245
68,0.10896462598342348,0.11143509437212411,0.1562066273776349,0.06862745098031747,0.06922118823139853,0.049138188703592385,0.1896289643616963,0.1017776286748941,0.053916670297301725,0.09108356101761696
69,0.2049740451606824,0.08745247347883532,0.09625176389283059,0.11295318230895171,0.06364290158659351,0.07202374955430589,0.1007843846695306,0.07368421052638628,0.08507092899829087,0.1031623598235928
70,0.12014995271524591,0.10039902417947491,0.11572515751106077,0.11359702053145547,0.05006041159228994,0.08254408842718242,0.09798949565872503,0.1274104932239329,0.09469749487636474,0.09742686128426771
71,0.14209241904902853,0.059452591490843885,0.07688125603963893,0.14416479274731028,0.08875927351884479,0.07771471682117059,0.1547237596456005,0.09188133289985005,0.09032629774038058,0.07400356004733182
72,0.13060881903808044,0.12871305214830142,0.07680825402971629,0.14852509562539637,0.08740457355911495,0.09100436882285587,0.08401789042930838,0.05593763285510305,0.09445511033335348,0.10252520315876969
73,0.19436947660292545,0.12094040522879702,0.08671014541203252,0.07420331224453029,0.0533307087252225,0.09359066821148734,0.15465577622140522,0.05932203389810427,0.06834238780451557,0.09453508565097989
74,0.178509947162418,0.07649340147474674,0.06543852948226822,0.07117315797246236,0.051809636744482225,0.06901072020847412,0.14824020021732603,0.17065570509056424,0.05232096212360929,0.11634773952364867
75,0.13163187951717004,0.08298293108418776,0.06263370305515395,0.09593119628054082,0.05855854636640315,0.09673388896702062,0.12092604525830322,0.1157381076362672,0.07473377984487407,0.16012992199007928
76,0.12330752854892553,0.0747505724517276,0.0684604356985695,0.11139336091234542,0.10902958153787976,0.10700431328329574,0.10537922631371605,0.08396887267701114,0.11948617460320154,0.0972199339733278
77,0.17579367303552396,0.09835246809536191,0.08085719727958582,0.072872946648155,0.07487521756380829,0.12200560864660025,0.14408521718732478,0.09316331780837783,0.07255995420340189,0.06543439953186027
78,0.14989063036204148,0.08022660753257703,0.07820291070020488,0.07920792079227917,0.08678435325462355,0.10908884196969407,0.12412023710374782,0.10391081164604848,0.10237920616721435,0.08618848047156909
79,0.1687630373764543,0.07373469746063954,0.11312412141585768,0.075671963429889,0.08851023950970871,0.05663494007257893,0.08499314134479195,0.1258626415519786,0.11942923020837282,0.09327598762972851
80,0.18637579373619528,0.14369450235024198,0.07094576436895876,0.07241083465307442,0.07813204887234744,0.12411696616866992,0.09224834004500777,0.07931463821669232,0.0558263313856997,0.09693478020311228
81,0.12767856355448537,0.06163315208511586,0.10545335148885956,0.10022881846386576,0.08388713858352885,0.06743532487225574,0.1248106783406186,0.15559678428385293,0.11701460603933536,0.05626158228808202
82,0.22369449362315602,0.08421052631583295,0.06384764641706155,0.08007793553513896,0.06339491390543629,0.06355418507841461,0.17731917707236905,0.09505768948067696,0.06741577923798694,0.08142765333392665
83,0.37299131854279416,0.07236867635424407,0.06331710755970983,0.06133543400955341,0.0538084328135269,0.06070808402389115,0.047384880427230575,0.04254441969041726,0.1287260830240541,0.09681556355457849
84,0.08163265306127891,0.16698240371814427,0.06463277023439193,0.07207413344216661,0.051527734615132346,0.09187499255715977,0.17194788015935353,0.15949324159501316,0.08400769875475791,0.05582649186260153
85,0.13330869638183537,0.07745029197527814,0.09463043822153176,0.13424307074329583,0.059327821113902716,0.1425047391143016,0.056634467470653455,0.08937164903329478,0.07948106719331449,0.13304775875259164
86,0.07783502019979122,0.10469265737783268,0.14005230496734114,0.05617977528094916,0.10665688373141184,0.0824201681869415,0.11000719589972002,0.09409734389639444,0.10472879252314864,0.12332985793646957
